cpf,name,date_of_birth,salary_range,phone
551385478,Alexandre Prado Morelli,1999-09-06,8000-12000,(86) 7446-9713
367289216,Ana Fonseca Rocha,1970-09-21,2000-5000,(86) 8871-5924
383947076,Almir Machado Uehara,1993-10-28,2000-5000,(86) 8439-6511
223554011,Pedro Teteshi Pereira,1964-03-18,8000-12000,(21) 7599-3368
500649292,Wilson Vilar Mello,1973-02-02,0-2000,(17) 7490-2377
215372465,Juliano Morelli Moura,1971-08-01,8000-12000,(21) 8698-5147
593014221,Matheus Weiss Uehara,1985-12-21,0-2000,(74) 8497-9865
263840575,Isabela Bianchi Schmidt,1985-02-24,12000+,(21) 9488-4893
320061970,Sinezio Klein Menezes,1994-03-11,5000-8000,(86) 8343-7284
505819957,Deisemara Araujo Wainer,1978-11-10,5000-8000,(16) 7854-6476
571604206,Carla Kropf Duarte,1987-11-24,5000-8000,(13) 9680-3535
334839112,Cristina Okada Uehara,1963-01-17,12000+,(21) 7472-1854
210730368,Natalia Bezerra Moreira,1973-06-23,5000-8000,(12) 8623-5758
299785430,Alberto Lorenzetti Freitas,1983-08-20,2000-5000,(15) 8473-7886
485907763,Ana Alves Costa,1993-03-16,12000+,(74) 9876-7665
205447615,Osvaldo Moraes Andrade,1971-01-04,8000-12000,(13) 8138-2422
235696988,Natalia Muller Ferrari,1985-09-04,8000-12000,(79) 8237-6384
430166392,Enrico Paes Moreno,2002-03-24,0-2000,(86) 9777-5458
232030323,Isabela Reis Miranda,1987-09-29,0-2000,(31) 9570-8896
403709184,Poliana Souza Klein,1963-10-01,12000+,(79) 9876-3384
201585878,Osvaldo Oliveira Ferretti,1968-05-10,12000+,(16) 9415-1347
347494906,Daniele Dias Barbosa,1971-06-22,2000-5000,(19) 7391-6699
367523530,Caio Martinelli Santos,1968-12-26,2000-5000,(79) 9890-9514
484876004,Francisco Pinheiro Pierri,2001-10-03,8000-12000,(21) 7689-2885
590729343,Jorge Martins Reis,1995-07-16,0-2000,(86) 9191-1145
351015071,Antonio Shutz Rizzo,1993-09-25,5000-8000,(17) 7625-4993
311508345,Joao Weiss Moura,1985-05-31,2000-5000,(79) 9310-6991
522415142,Leticia Arcuri Marques,1969-09-29,0-2000,(12) 7934-7778
240597575,Isabela Shutz Ambrosio,1994-07-17,8000-12000,(15) 7691-7585
267638474,Ana Paes Gentili,1985-08-04,2000-5000,(86) 9757-7632
369073981,Carol Nunes Lima,2000-08-09,2000-5000,(15) 9899-8667
447060507,Rita Rocha Ferretti,2002-04-28,0-2000,(13) 7072-3275
546230774,Bruno Almeida da Silva,1981-06-16,2000-5000,(79) 8792-5513
261483350,Barbara Correa Morelli,1971-10-30,0-2000,(16) 9739-2827
518365272,Guilherme Justi Lopes,1990-12-28,12000+,(74) 9379-4485
273523617,Beatriz Silvestri Bezerra,2000-11-27,2000-5000,(15) 8648-5236
260560509,Almir Romano Klein,1965-10-11,5000-8000,(13) 7452-2248
479665162,Willian Fernandes Medeiros,1994-09-30,2000-5000,(86) 7072-5346
203063820,Renato Santana Garcia,1985-11-08,12000+,(12) 8376-2795
445400648,Barbara Teixeira Leite,1961-06-04,8000-12000,(15) 7576-1712
210740980,Julio Batista Camargo,1986-02-04,12000+,(15) 8386-1747
415989207,Deisemara Correa Harper,2001-04-07,0-2000,(79) 8297-4792
510566507,Isadora Moreira Simom,1962-02-17,8000-12000,(31) 7306-6342
536172245,Fernando Stefanelli Viana,2003-01-30,8000-12000,(31) 8341-1733
274208029,Ana Nardoni Zucatelli,1991-06-26,12000+,(79) 7535-3428
438210993,Joao Gomes Nunes,1974-12-12,0-2000,(21) 8353-3281
518260230,Barbara Pelegrino Lombardi,1962-10-20,5000-8000,(13) 7269-3523
371008946,Hiago de Marchi Batista,1986-11-19,12000+,(17) 7592-1742
577428853,Brenda Barros Rocha,1970-10-11,12000+,(19) 9107-5544
578161465,Thiago Nogueira Eller,1981-01-15,0-2000,(16) 8642-3157
436226601,Leonardo Martins Duarte,2003-03-10,0-2000,(16) 7661-8384
443711741,Thiago Ambrosio Borges,1967-02-08,2000-5000,(15) 8337-2499
491898904,Airton Harper de Marchi,1976-11-23,0-2000,(19) 7419-9493
207276090,Fernanda Nogueira Bernardi,1999-09-21,5000-8000,(79) 7124-6673
240799999,Simone Watanabe Carvalho,1983-12-14,5000-8000,(13) 7039-9139
214103585,Wilson Moreira Cardoso,1964-10-27,5000-8000,(17) 9588-9666
227907376,Julio Alves Nogueira,2002-07-22,2000-5000,(79) 9640-2426
218842872,Lucas Villa Morelli,1964-12-04,5000-8000,(17) 9518-2882
273336133,Maria Morelli Muller,1961-06-16,5000-8000,(12) 9440-5213
477936620,Maria Oliveira Teixeira,1971-07-27,8000-12000,(12) 7582-1129
582694516,Tabata Meirelles Lins,1996-12-01,8000-12000,(74) 8037-8172
507008751,Gabriela Arcuri Mantovani,2002-07-19,8000-12000,(13) 9362-3128
241613753,Julio Muller Teixeira,1996-06-03,8000-12000,(12) 9074-9813
377826850,Danilo Antonelli Garcia,1984-11-14,0-2000,(19) 7918-2283
427977064,Danilo Dias Oliveira,1968-08-10,5000-8000,(17) 7665-1771
225331480,Almir Lorenzetti Harper,1966-06-25,2000-5000,(12) 8972-6587
562681426,Augusto Dias Gomes,1989-06-20,2000-5000,(21) 8121-9369
455616793,Giulia Meirelles Soares,1997-01-25,8000-12000,(13) 9779-3191
534981257,Jennifer Menezes Kropf,1967-03-04,2000-5000,(74) 8852-8623
548146375,Guilherme Batista Queiroz,1976-12-04,8000-12000,(12) 7019-4488
363716611,Cristiane Quaresma Klein,1998-09-12,2000-5000,(15) 7698-6798
215423168,Vitoria Viana Nunes,1960-04-14,5000-8000,(74) 7940-6434
313561628,Joao Fiore Lopes,2003-07-06,12000+,(21) 9306-9121
443819326,Julio Borges Bianchi,1988-01-29,0-2000,(17) 7831-3294
297931293,Frederico Moreno Menezes,1975-04-19,0-2000,(19) 8370-2188
519825335,Vinicius Pelegrino Pinheiro,1967-09-27,5000-8000,(31) 7870-8477
536733185,Felipe Mendes Vilar,1964-07-29,8000-12000,(19) 7350-5222
205890891,Guilherme Almeida Fernandes,2000-02-19,8000-12000,(17) 9183-3893
233522309,Vivian Girardi Gonzalez,1967-08-06,8000-12000,(16) 9053-5686
252952547,Mariana Carvalho Eller,1974-12-13,5000-8000,(86) 8765-2532
544014114,Regina Lopes Queiroz,1971-12-09,0-2000,(74) 7188-4194
395975936,Francisco Manoel Ferraz,1968-09-12,8000-12000,(15) 8562-3296
313880865,Almir Viana Justi,1978-05-08,2000-5000,(86) 7913-2257
428125425,Jennifer Freitas Fiore,1979-07-13,0-2000,(15) 9506-6673
509224993,Amanda Pinheiro Milani,1993-09-19,0-2000,(79) 8509-8689
541148540,Alessandra Nogueira Weiss,2000-01-16,12000+,(17) 8740-2235
363204828,Isabela Menezes Garcia,1966-02-25,0-2000,(21) 9309-1156
320546048,Hiago Klein Ribeiro,1962-05-11,5000-8000,(86) 8949-1519
576255002,Almir Harper Nicoletti,1991-08-02,12000+,(16) 7742-8713
464920696,Enrico Fonseca Borges,1995-08-10,12000+,(19) 8209-9178
562546921,Carlos Harper Antonelli,1998-10-22,2000-5000,(15) 9484-9261
555892308,Regina Moreira Ferreira,1992-03-30,8000-12000,(16) 8818-4345
312091340,Nicole Soares Lopes,1972-05-14,2000-5000,(15) 8541-5816
418795518,Pedro Melo Santana,1975-03-29,2000-5000,(86) 8738-8949
293604043,Almir Lopes Wainer,1988-07-24,2000-5000,(21) 7947-1861
301308654,Cristina Mendes Soares,1985-12-12,5000-8000,(15) 7022-8533
438608147,Lucas Barros Rossi,1970-03-11,2000-5000,(19) 9402-8653
293941717,Laura Bastos Quaresma,2003-11-29,8000-12000,(13) 9705-9339
389266433,Brenda Monteiro Ambrosio,1981-06-26,5000-8000,(19) 9534-6719
366490912,Enrico Mello Bernardi,1991-01-26,5000-8000,(74) 8146-7911
510329956,Ana Fontes Borges,1964-01-18,12000+,(74) 9658-7828
596043393,Andreia Reis Pelegrino,1960-12-23,2000-5000,(15) 9310-7765
229901086,Gabriela Viana Padovani,1999-03-09,0-2000,(74) 9261-3511
448025723,Sofia Ferrari Marques,1997-05-07,2000-5000,(21) 7036-2934
346639589,Sergio Manoel Ribeiro,1994-01-01,0-2000,(31) 8003-9383
505267113,Nicole Moreira Fernandes,1981-07-22,8000-12000,(17) 7561-1971
224206501,Wilson Santos Colombo,1999-03-14,0-2000,(17) 8763-6986
581616757,Cristina Correa Barbosa,1999-05-26,12000+,(15) 9660-6152
350504164,Simone Cunha de Marchi,1973-10-29,12000+,(31) 8984-6712
305526109,Nicole Soares Borges,1991-01-22,0-2000,(79) 8490-4334
203966364,Willian Barbosa Varella,1999-03-20,5000-8000,(15) 8950-1555
335330976,Daiane Ferraz Silvestri,1985-07-12,8000-12000,(16) 9789-2751
554291530,Renato Martinelli Teixeira,1992-12-04,0-2000,(12) 7656-5853
577648015,Jennifer Wainer Almeida,1961-05-31,0-2000,(13) 8200-8359
323986195,Rita Correa Zucatelli,1977-07-20,0-2000,(79) 9595-4133
350211276,Marta Gentili Borges,1976-09-05,0-2000,(12) 8320-8318
360295571,Rafael Borges Moreno,2001-02-23,8000-12000,(79) 8250-9512
323936952,Pablo Melo Viana,1976-01-23,0-2000,(31) 9067-4514
364390637,Julia Borges Andrade,1964-03-22,0-2000,(17) 9348-7239
435881321,Daniele Okada Arcuri,1982-04-08,12000+,(79) 7554-9921
285315998,Sofia Nicoletti Teixeira,1989-02-06,12000+,(15) 7033-1832
555628170,Giulia Nunes Toffoli,1967-01-06,8000-12000,(15) 7521-7546
392445417,Augusto Muller Luca,1989-09-10,2000-5000,(12) 7629-2534
341044648,Cristina Gentili Alves,1978-06-20,5000-8000,(16) 7893-7378
248006757,Felipe Nunes Fontes,2002-04-08,2000-5000,(16) 8305-8597
487556897,Carla Harper Stefanelli,1991-06-05,8000-12000,(86) 9582-8345
361934305,Almir Arcuri Bezerra,1997-06-26,8000-12000,(86) 9431-9932
307733146,Daiane Gonzalez Weiss,1968-07-11,8000-12000,(21) 9274-4177
221197810,Beatriz Ferraz Moreira,1973-08-31,0-2000,(16) 7212-1944
534028693,Luciana Moura Antonelli,1965-01-26,2000-5000,(16) 7377-3753
484346333,Isabela Martinelli Uehara,1998-01-18,8000-12000,(19) 8104-7567
205489196,Beatriz Pereira Menezes,1983-06-21,0-2000,(17) 7963-7271
482388245,Juliana Rizzo Flora,1988-11-05,2000-5000,(79) 9208-4855
235553239,Fernando Toffoli Mendes,1980-11-26,12000+,(21) 9474-5916
579329447,Daiane Villasboas Gonçalves,1981-12-11,5000-8000,(12) 9616-5687
331281362,Tabata Pierri Camargo,1993-02-23,2000-5000,(12) 9507-4747
378521318,Ana Cunha Barros,1980-01-20,0-2000,(21) 7855-2444
237158758,Sinezio Vilar Ruberti,1978-03-16,5000-8000,(19) 9502-3682
417118647,Renato Lima Watanabe,1968-06-19,2000-5000,(31) 8959-2157
503239788,Nicole Zucatelli Lins,1961-01-24,12000+,(19) 7170-3734
288109790,Gabriela Morelli Teixeira,1994-12-25,2000-5000,(74) 8098-8895
469910516,Leonardo Fonseca Pierri,1993-02-20,0-2000,(15) 9775-9193
522056148,Hiago Martinelli Ruberti,2003-08-01,8000-12000,(74) 9284-8497
326914092,Clara Leite Oliveira,1976-04-09,12000+,(74) 8218-3586
257083011,Juliano Ferrari Reis,1974-12-08,12000+,(74) 8387-8747
520188686,Alberto Milani Martins,1961-10-06,0-2000,(21) 7639-4326
328244045,Marcia Moreira Oliveira,1962-01-10,2000-5000,(79) 8485-1547
555554330,Juliana Zardetto Lorenzetti,1989-05-19,2000-5000,(19) 8726-8492
535466970,Breno Leite Fonseca,1984-11-22,12000+,(15) 8447-9616
464226246,Isabela Ferri Romano,1980-08-18,5000-8000,(74) 7060-7162
457118502,Maria Olimpio Villasboas,1988-01-31,2000-5000,(31) 9868-4289
565122138,Maria Meirelles Colombo,1972-01-13,8000-12000,(12) 8665-3116
597911571,Etori Lozzano Flora,1960-12-20,2000-5000,(19) 8477-3157
207543764,Frederico Bezerra Santana,1994-06-21,5000-8000,(19) 7572-9124
422161333,Hiago Wainer Teixeira,1976-12-21,8000-12000,(19) 8093-2834
222590129,Julia Weiss Fontes,1992-11-21,12000+,(31) 7926-4964
337933500,Carol Meirelles Arcuri,1985-04-21,0-2000,(13) 8272-6812
374409637,Frederico Luca Ferri,1995-02-11,12000+,(13) 8743-9229
360372654,Brenda Morelli Lozzano,2001-05-11,0-2000,(74) 7220-7127
291001817,Almir da Silva Esteves,1967-12-24,5000-8000,(79) 7920-2327
392176551,Daiane Dias da Silva,1991-05-20,8000-12000,(15) 7900-5545
262623974,Thiago Schneider Bernardi,2001-01-29,12000+,(19) 8062-3773
337163231,Juliano Simas Cunha,1976-09-02,2000-5000,(21) 8231-4141
485010786,Carlos da Silva Alves,1965-07-19,8000-12000,(86) 8470-8195
463487254,Daiane Ramos Romano,1971-06-25,5000-8000,(13) 8043-2535
590324620,Maria Stefanelli Queiroz,1996-06-13,0-2000,(12) 9156-3521
326397558,Vivian Pierri Menezes,1983-01-02,0-2000,(12) 7758-8949
494413239,Paulo Soares Eller,1972-07-02,8000-12000,(31) 7506-7161
532767588,Hiago Borges Ambrosio,1960-01-13,0-2000,(19) 8149-3163
594500805,Vivian Teixeira Silvestri,2000-11-27,12000+,(31) 7646-7662
563017782,Matheus Simas Muller,1963-08-07,0-2000,(74) 8483-2534
342252703,Luiz Rodrigues Paes,1999-03-26,0-2000,(16) 7938-8772
331847360,Alberto Mendes Rossi,1981-04-25,5000-8000,(13) 9795-2125
381736785,Daniele Gentili Shutz,1988-12-06,0-2000,(74) 8076-8294
256510298,Julio Zardetto Correa,1994-10-27,5000-8000,(79) 8394-7732
586833504,Luana Esteves Almeida,1967-03-27,0-2000,(74) 8151-4435
252256652,Sofia Nunes Ferraz,1967-06-24,12000+,(13) 9131-8434
573677101,Raquel Ferreira Uehara,1971-03-11,5000-8000,(21) 9430-5428
415384592,Cristiane Arcuri Villasboas,1979-06-07,0-2000,(13) 7601-9989
288633103,Luana Paes Fonseca,1990-04-04,12000+,(12) 9093-7569
537669089,Ricardo Justi Gomes,1977-09-20,12000+,(15) 7799-4947
297394026,Augusto Nogueira Dias,1971-10-29,2000-5000,(12) 9500-7351
402234938,Hiago Rodrigues Bezerra,1990-01-05,8000-12000,(19) 7329-5848
578627218,Alexandre Padovani Moraes,1987-10-14,12000+,(13) 9877-9692
407061546,Rita Martinelli Gentili,1989-07-14,8000-12000,(15) 9847-4372
370311520,Juliano Girardi Fernandes,2003-01-13,12000+,(21) 8908-3741
481725029,Almir Nardoni Gonzalez,1974-03-05,8000-12000,(12) 8394-1344
313385013,Thiago Toffoli Cardoso,1977-02-17,8000-12000,(13) 9675-5642
440887583,Luiz Ferri Justi,1981-09-10,12000+,(79) 8021-8969
567350325,Lucas Borges Toffoli,1981-06-01,8000-12000,(19) 7479-1856
553668547,Hiago Batista Araujo,1999-10-28,0-2000,(16) 8485-5615
295172949,Isadora Bezerra Kropf,1968-07-04,0-2000,(79) 9656-6455
305771183,Jennifer Rossi Klein,1964-06-01,8000-12000,(31) 8558-5726
516405414,Sergio Castro Ribeiro,1974-07-24,12000+,(16) 8460-1648
228496501,Osvaldo Okada Rocha,1999-02-18,12000+,(12) 7926-9267
295501003,Almir Olimpio Muller,1968-09-26,12000+,(19) 8197-8243
354408144,Jennifer Meirelles Freitas,1967-10-27,8000-12000,(17) 8949-2539
313642561,Clara Harper Girardi,1988-03-20,8000-12000,(31) 7564-9891
421968234,Ricardo Fiore Araujo,1979-07-21,8000-12000,(16) 7573-4572
301103731,Poliana Gomes Fonseca,1971-09-22,5000-8000,(31) 7237-9299
336174934,Bruno Cunha Rodrigues,1961-10-11,0-2000,(74) 7740-1682
325151974,Carlos Caruso Oliveira,1996-08-06,0-2000,(16) 8046-4419
464923306,Felipe Queiroz Vilar,1968-05-06,8000-12000,(21) 9888-5636
460125041,Etori da Silva Reis,1968-09-20,8000-12000,(86) 7455-7933
382021756,Almir Ambrosio Muller,1988-02-23,2000-5000,(79) 8247-5658
479011091,Marcia Simom Ribeiro,1991-07-18,2000-5000,(31) 8979-2556
457808096,Frederico Villa Correa,1972-10-20,8000-12000,(13) 8155-1863
253081951,Mario Ferri Villasboas,1971-07-24,2000-5000,(74) 9854-6312
402055092,Pedro Viana Fontes,1964-01-12,8000-12000,(79) 8986-6842
354418589,Yuri Silvestri Garcia,1985-09-14,0-2000,(86) 7890-9659
559836890,Natalia Araujo Watanabe,1978-12-03,5000-8000,(16) 7197-4384
575585196,Frederico Oliveira Ribeiro,1962-03-15,0-2000,(16) 8062-4663
389222702,Tabata Simas Garcia,1988-05-25,0-2000,(13) 8186-9342
593443069,Carlos Eller Shutz,1992-11-15,2000-5000,(16) 9628-8471
447179138,Luiza Varella Silvestri,1995-12-24,5000-8000,(79) 7131-6674
561894045,Daniel Schneider Rodrigues,1968-10-18,12000+,(19) 7313-2746
532525730,Raquel Amaral Miranda,1968-07-26,12000+,(19) 9067-4186
540215541,Amanda Gomes Mello,1969-11-23,12000+,(16) 8274-6886
337361953,Vinicius Gomes Muller,1991-09-08,8000-12000,(16) 7771-7327
232216334,Almir Wainer Fernandes,1994-02-15,8000-12000,(13) 9168-2485
430894314,Caio Lima Stefanelli,1961-03-03,2000-5000,(31) 9169-4263
353640827,Breno Fernandes Morelli,1975-02-15,8000-12000,(31) 9727-5274
538885596,Isabela Nicoletti Weiss,1982-03-23,5000-8000,(79) 9027-1675
480409651,Rafael Romano Fonseca,1977-10-30,0-2000,(86) 8205-2621
324142948,Arthur Bastos Luca,1995-03-13,8000-12000,(79) 9422-5945
286167405,Lucia Colombo Menezes,1975-09-12,2000-5000,(21) 9698-9127
365703963,Breno Nunes Gentili,1989-12-27,12000+,(19) 7361-6362
212148686,Nicole Lins Varella,1989-04-29,2000-5000,(17) 7748-2558
219720207,Andreia Marques Olimpio,1995-06-25,0-2000,(12) 7275-6422
219745114,Guilherme Gonçalves Rizzo,1987-01-14,12000+,(31) 7409-1378
283007266,Arthur Monteiro Lorenzetti,1975-06-21,5000-8000,(21) 7095-4835
298346818,Danilo Correa Shutz,1994-03-14,2000-5000,(19) 7875-9996
333964671,Heloisa Olimpio Zardetto,1965-01-25,0-2000,(17) 8623-6541
499350302,Miquel Carvalho Freitas,1973-12-10,12000+,(13) 9816-1921
291556782,Cristiane Teixeira Carvalho,1972-10-23,5000-8000,(21) 9377-7465
280985536,Vitoria Ferrari Simas,1983-01-26,2000-5000,(16) 7934-7835
402946434,Tabata Ferri Nicoletti,1966-09-19,8000-12000,(74) 7062-1923
332091534,Vinicius Lopes Pinheiro,1992-04-02,12000+,(17) 9168-8217
245847952,Luciana Uehara Reis,1971-06-11,8000-12000,(17) 9307-4151
377644700,Antonio Cunha Santana,1991-06-09,2000-5000,(12) 7051-3535
455850918,Simone Ferrari Colombo,1960-12-15,5000-8000,(74) 7422-4627
562524254,Danilo Zardetto Amaral,1960-03-18,0-2000,(31) 8214-6354
524765177,Zacarias Lopes Campos,1970-12-14,5000-8000,(17) 7847-5882
507625202,Lucas Toffoli Rizzo,2000-10-04,2000-5000,(13) 7964-2911
384720580,Cristiane Andrade Esteves,2001-01-09,5000-8000,(74) 9584-3559
494182276,Carla Shutz Sato,1994-05-03,5000-8000,(15) 8639-4314
389393434,Guilherme Rizzo Cunha,1978-08-20,2000-5000,(17) 8648-9673
240642047,Zacarias Manoel Simas,1984-05-09,5000-8000,(86) 7383-1684
543770021,Sergio Klein Santana,1984-12-19,8000-12000,(79) 7923-8291
360490504,Hiago Bezerra Watanabe,1963-03-08,12000+,(86) 9163-8949
269152358,Fernanda Nunes Ferraz,1972-11-22,0-2000,(31) 8103-2776
253622088,Cristina Pereira Marques,1994-09-21,8000-12000,(12) 9821-5332
574136269,Rita Lima Ribeiro,1966-09-09,12000+,(16) 9094-7224
510834752,Teresa Villasboas Nardoni,1983-12-18,0-2000,(21) 8186-7196
546308971,Luiz Souza Machado,1973-07-11,2000-5000,(17) 8326-2379
252040907,Daiane Dias Duarte,1998-11-17,2000-5000,(13) 7603-7469
242942545,Regina Klein Soares,1977-08-06,5000-8000,(17) 8197-8779
559798711,Tiago Luca Morelli,2002-12-05,5000-8000,(12) 8239-3195
229526916,Miquel Schmidt Menezes,1986-04-30,2000-5000,(79) 9364-4773
340221902,Regina Costa Ruberti,1989-04-17,5000-8000,(17) 7279-7914
360293842,Simone Santos Gonçalves,2003-12-01,8000-12000,(21) 8759-8392
510070644,Luiza Rossi Martins,1995-07-21,2000-5000,(16) 8408-3843
213808375,Hiago Schneider Gonçalves,1965-08-13,8000-12000,(12) 9479-4331
277157113,Daniele Quaresma Monteiro,1978-05-31,12000+,(16) 8407-2119
596825348,Jorge Ambrosio Machado,1992-06-12,2000-5000,(86) 9670-2462
581047441,Julia Watanabe Moreira,1977-09-22,2000-5000,(86) 7374-7577
500045285,Nicole Sato Pinheiro,1978-09-07,5000-8000,(21) 8591-3812
365393980,Willian Ferri Nunes,1961-03-25,8000-12000,(12) 7646-7873
229741274,Roberto Martins Gomes,1999-09-03,0-2000,(19) 8240-4953
423214066,Daniele Manoel Marques,2001-05-12,8000-12000,(17) 8923-5242
264438824,Caio Varella Fontes,1970-05-25,0-2000,(12) 7276-6472
405486087,Tabata Manoel Menezes,1979-09-07,2000-5000,(16) 9046-8954
236905148,Natalia Ferrari Reis,1983-07-26,2000-5000,(15) 8005-4324
465169643,Beatriz Nicoletti Harper,2000-07-15,12000+,(19) 9858-5888
208117665,Luciana Fernandes Moura,1970-03-16,8000-12000,(12) 8537-2642
325524680,Bruno Bastos Correa,1967-02-03,2000-5000,(16) 7525-6824
255650197,Clara Nardoni Viana,1985-02-05,2000-5000,(21) 9403-8429
467859879,Luciana Lins Meirelles,2002-12-24,5000-8000,(15) 7265-7958
552471769,Jennifer Martins Nascimento,1985-07-04,8000-12000,(31) 7331-5467
567581940,Guilherme Schneider Pelegrino,1962-10-27,8000-12000,(12) 7167-6739
234778734,Isabela Pereira Moreno,1972-05-13,2000-5000,(74) 9309-9784
392398447,Rita Weiss Bastos,1979-06-10,2000-5000,(17) 7218-5427
408057437,Luciana Lins Meirelles,1962-03-01,12000+,(17) 7245-7155
475044053,Daniele Shutz Duarte,1971-04-16,8000-12000,(13) 7877-2712
474655670,Jennifer Borges Milani,1990-04-03,12000+,(15) 9833-5893
579941943,Jorge Pinheiro Teteshi,1982-02-16,2000-5000,(74) 7226-3486
291694371,Arthur Rodrigues Vieira,1990-10-02,8000-12000,(74) 9271-7178
333034724,Almir Eller Almeida,1974-12-18,2000-5000,(74) 7886-3925
592182253,Frederico Borges Padovani,1997-05-07,5000-8000,(16) 9879-7699
225834031,Tiago Sato Ferretti,1971-04-23,5000-8000,(17) 8205-8764
376563369,Cristiane Caruso Pierri,1977-05-30,8000-12000,(12) 7408-9776
548886586,Mariana Nardoni Lopes,1991-05-20,2000-5000,(19) 8290-2526
279622347,Regina Camargo Oliveira,1990-01-06,0-2000,(31) 7440-3877
283535896,Guilherme Mantovani de Marchi,1966-05-03,12000+,(79) 7679-6563
502002531,Maria Teles Nicoletti,1963-06-21,5000-8000,(12) 8279-3494
409527721,Sofia Pierri Pelegrino,1992-05-04,12000+,(19) 9710-5755
559407984,Hiago Simas da Silva,1998-03-18,12000+,(17) 9249-3227
576814747,Leticia Bianchi Colombo,1964-03-09,12000+,(86) 7011-7469
387172261,Airton Flora Nardoni,1986-04-07,0-2000,(12) 7753-8957
345043615,Luana Fonseca Kropf,1998-07-22,2000-5000,(16) 9738-5336
561886910,Cristina Carvalho Batista,1986-02-02,5000-8000,(17) 9700-6923
260412993,Barbara Antonelli de Marchi,1994-07-24,12000+,(79) 7028-7995
349140317,Daiane Camargo Zucatelli,1980-04-19,8000-12000,(15) 8171-1761
529454244,Carlos Luca Simom,1999-11-21,5000-8000,(12) 8408-4237
336656606,Giulia Manoel Santana,2002-01-06,8000-12000,(74) 9399-3128
374257944,Lucia Duarte Colombo,2002-08-31,5000-8000,(19) 7629-1676
491206777,Luciana Moraes Barros,1968-05-19,5000-8000,(15) 8996-2561
333417403,Miquel Castro Borges,1973-03-27,5000-8000,(74) 7717-6511
514766013,Luana Villa Campos,2003-01-07,8000-12000,(31) 7904-4276
526314770,Simone Nardoni Pinheiro,1984-03-06,8000-12000,(21) 8553-2859
593143405,Luciane Bernardi da Silva,1975-02-14,8000-12000,(17) 8547-4758
217776984,Paulo Muller Wainer,1992-12-02,5000-8000,(17) 7566-5813
320650159,Rita Melo Mendes,1963-03-25,0-2000,(13) 8716-2427
228002184,Renata Luca Moreira,1980-08-19,2000-5000,(31) 9104-3274
480891664,Miquel Kropf Cardoso,1963-12-18,2000-5000,(12) 9085-6722
